№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
404;Собор Троицкий (Измайловский);92112.42;113183.05;Измайловский пр., 4-а, 7-а; 59.916438967;30.3059427686
405;Дворец Великого князя Михаила Павловича (Русский музей Императора Александра III);94670.93;114664.47;"Инженерная ул., 2, 4, 4-а; Грибоедова кан. наб., 2; Садовая ул., 1"; 59.9393390736;30.3326538814
406;Институт Лесной (Академия лесотехническая);100753.91;115140.65;Институтский пер., 5; 59.9939153366;30.341733272
407;Особняк М.К. Тахтарева;101657.3321;115498.486;Институтский пр., 18, лит. А; 60.0020072562;30.3482299315
408;Дом профессора Д.Н. Кайгородова со службами и зелеными насаждениями, XIX - нач. XX вв.;101879.42;115624.73;Институтский пр., 21; 60.0039946215;30.3505135312
409;Дом инженера-технолога М.И. Данилевского со службами и зелеными насаждениями, XIX - нач. XX века;101985.13;115532.66;Институтский пр., 22; 60.004947784;30.3488733513
410;Церковь Преображения Господня;98451.15;114218.59;Инструментальная ул., 3; 59.9732885347;30.3250097396
411;"Дача Безобразовых ""Жерновка""";96088.34;121585.21;Ириновский пр., 9; 59.9516909577;30.4566257905
412;Памятник императору Николаю I;93854.77;113311.34;Исаакиевская пл.; 59.9320723066;30.3083810032
413;Собор Исаакиевский;94032.56;113210.22;Исаакиевская пл.; 59.9336722926;30.3065872662
414;Манеж и казармы Конногвардейского полка;93961.53;112822.05;"Исаакиевская пл., 1; Конногвардейский бульвар, 2, 4; Почтамтский пер., 1; Якубовича ул., 1, 3; Конногвардейский пер., 2"; 59.9330506935;30.2996390747
415;Посольство Германии;93890.12;113197.31;"Исаакиевская пл., 11; Большая Морская ул., 41"; 59.9323943424;30.3063445914
416;Дом министра государственных имуществ;93818.86;113232.43;"Исаакиевская пл., 13; Большая Морская ул., 44; Мойки р. наб., 89"; 59.9317532813;30.306966786
417;Министерство государственных имуществ;93902.21;113413.18;"Исаакиевская пл., 4; Большая Морская ул., 42; Мойки р. наб., 87"; 59.9324938426;30.3102063014
418;Дом Закревского А.А. (Зубова П.А.) с дворовыми флигелями;93996.72;113070.39;Исаакиевская пл., 5; 59.9333563904;30.3040834564
419;Дворец Мариинский;93681.01;113372.94;Исаакиевская пл., 6; 59.9305101264;30.309468155
420;Дом Мятлевых;93929.06;113151.60;"Исаакиевская пл., 9; Почтамтская ул., 2"; 59.9327457472;30.3055303082
421;Сквер;94434.94;114606.18;Искусств пл.; 59.9372235488;30.3315900573
422;Театр Михайловский;94508.67;114440.79;"Искусств пл., 1; Инженерная ул., 1; Грибоедова кан. наб., 4"; 59.9378927156;30.3286382799
423;Дом Голенищева-Кутузова П.В. Здесь в 1924-1939 гг. жил художник Бродский И.И.;94470.07;114457.17;Искусств пл., 3; 59.9375455283;30.3289278457
424;Дом Виельгорского М.Ю.;94363.12;114748.27;"Искусств пл., 4; Итальянская ул., 6"; 59.9365725148;30.334125131
425;Дом Жако П.П.;94431.83;114452.58;"Искусств пл., 5; Итальянская ул., 4"; 59.9372025064;30.3288423487
426;Дом В.П. Кончиелова;93288.62;117329.20;Исполкомская ул., 5, лит. А; 59.9268033837;30.3801786256
427;Дом, где в 1888-1889 гг. жил художник Серов Валентин Александрович;94304.15;114646.02;Итальянская ул., 11; 59.9360478404;30.3322909385
428;"Дом Лазаревых (""Палас-театр"")";94297.06;114679.40;Итальянская ул., 13; 59.9359826995;30.3328873457
429;Дворец Шувалова И.И. (Вяземского А.А.);94230.93;114913.27;"Итальянская ул., 25; Малая Садовая ул., 1"; 59.9353785306;30.3370643847
430;Санкт-Петербургское Благородное собрание;94231.75;114992.97;"Итальянская ул., 27; Малая Садовая ул., 2"; 59.9353822434;30.3384899675
431;Дворянское собрание;94307.69;114611.14;"Итальянская ул., 9; Михайловская ул., 2"; 59.9360811828;30.3316673816
432;Доходный дом Ведомства учреждений императрицы Марии (с тремя палисадниками и оградами);95232.92;117341.67;Кавалергардская ул., 12, лит. Б, В; 59.9442538815;30.3806013512
433;Главное здание Государственного оптического института имени С.И. Вавилова;95087.30;112479.42;Кадетская линия, 5, корп. 2, лит. В; 59.9431689372;30.2936004456
434;Памятник полководцу Кутузову М.И.;94177.84;114288.77;Казанская пл.; 59.9349300615;30.3258899444
435;Памятник полководцу Барклаю де Толли М.Б.;94207.51;114192.80;Казанская пл.; 59.9352005933;30.32417605
436;Собор Казанский;94136.73;114189.45;"Казанская пл., 2; Казанская ул., 3"; 59.9345654479;30.3241099393
437;Дом Сорокиных (Толченова Г.К.);93778.49;114009.21;Казанская ул., 18; 59.9313579038;30.3208552255
438;Здание второй гимназии императора Александра I с жилым домом;93662.31;113690.51;"Казанская ул., 27; пер. Гривцова, 12"; 59.9303288471;30.3151457772
439;Дом И. Иохима;93516.27;113409.66;Казанская ул., 39, лит. А; 59.9290299428;30.3101110429
440;Опекунский совет;93881.03;114020.27;Казанская ул., 7; 59.932277781;30.3210619065
441;Дом, где в 1865-1928 гг. жил композитор Глазунов А.К.;93895.56;114097.90;Казанская ул., 8-10; 59.9324048127;30.3224515278
442;Дом В.А. Ратькова-Рожнова;93213.83;113528.57;"Казначейская ул., 6/13; наб. кан. Грибоедова, 71"; 59.9263103457;30.3122119728
443;Дом Н.И. Олонкина, в котором в 1864-1867 годах жил Ф.М. Достоевский;93292.32;113551.31;"Казначейская ул., 7; Столярный пер., 14"; 59.9270138794;30.3126252105
444;Памятник государственному деятелю Калинину М.И.;98134.45;117631.36;Калинина пл.; 59.9702815322;30.3860866927
445;Быв. дом Воейковой;97096.43;113758.77;Каменноостровский пр., 19/17; 59.9611491664;30.3166600424
446;Дом жилой;96634.49;113897.77;Каменноостровский пр., 2; 59.9569970058;30.3191082851
447;Лицей Императорский Александровский;97217.09;113739.26;"Каменноостровский пр., 21-23; Большая Монетная ул., 12-14; Рентгена ул., 1"; 59.9622329946;30.3163211309
448;Дом, где в 1926-1934 гг. в квартире 20 жил секретарь Ленинградского губкома ВКП(б) Киров С.М.;97234.39;113575.72;Каменноостровский пр., 26-28; 59.9623952495;30.313395159
449;Дом эмира Бухарского (лицевой дом и 5 флигелей);97906.71;113266.52;Каменноостровский пр., 44-б; 59.9684427172;30.3079162628
450;Особняк Покотиловой М.К.;98107.52;113199.96;Каменноостровский пр., 48; 59.9702478717;30.3067412367
451;Особняк графа Витте С.Ю.;96675.77;113953.10;Каменноостровский пр., 5; 59.957365121;30.3201021297
452;Дом А.Е.Вяземского и здание механической мастерской Р.М.Ветцера;98361.47;113073.39;Каменноостровский пр., 58-60, лит. В (В1, В2, В3, В4, В5, В8); 59.9725324573;30.3044959335
453;Дом инженера Циммермана А.Ф.;98410.70;113154.09;"Каменноостровский пр., 61; Чапыгина ул., 2"; 59.972970986;30.3059450203
454;Дом доходный Сомова (Маркова);98448.03;113135.33;Каменноостровский пр., 63; 59.973306821;30.3056121836
455;Дом доходный Маркова;98487.63;113122.53;Каменноостровский пр., 65; 59.973662783;30.305386251
456;Дом жилой работников Всесоюзного института экспериментальной медицины;98601.08;113122.12;Каменноостровский пр., 69-71; 59.9746810768;30.3053882766
457;Дом Петроградского товарищества постоянных квартир (лицевой дом с курдонером, 6 флигелями и оградой во дворе). Здесь жил М.Л.Лозинский с 1915 по 1955 гг.;98669.51;113060.95;"Каменноостровский пр., 73-75; Академика Павлова ул., 16"; 59.9752978012;30.3042985253
458;Усадьба Игеля Э.Г.;98415.70;113064.94;Каменноостровский пр., д. 58-60, лит. А; 59.9730195505;30.30434909
459;Памятник физику Попову А.С.;97840.02;113419.58;Каменноостровский пр., сквер между домами 39 и 41; 59.9678377219;30.3106510169
460;"Парк ""Тихий отдых""";98986.18;112141.68;Каменный остров; 59.9781769779;30.2878613219
461;Кладбище Смоленское православное;95088.14;109916.75;"Камская ул., 11, 16, 18, 20, 22, 24; Малый пр. В.О.; Беринга ул.; наб. р. Смоленки"; 59.9432704434;30.2477536872
462;Кладбище Волковское православное;90449.26;116096.32;"Камчатская ул., 6; Расстанная ул., 7-а, 30; Расстанный проезд, 7-а"; 59.9013801083;30.3578589752
463;Жилой дом;92499.44;112327.63;Канонерская ул., 13; 59.9199472816;30.2906817902
464;Дом Санкт-Петербургского губернского кредитного общества;94322.14;115211.00;"Караванная ул., 12; Фонтанки р. наб., 15"; 59.9361834895;30.3423979892
465;"Дом жилой страхового общества ""Саламандра и др.""";94126.76;115094.59;Караванная ул., 9; 59.9344352246;30.3402978889
466;Круглая баня;101119.23;116310.50;Карбышева ул., 29-а; 59.9971384003;30.3627298724
467;Дом жилой Ленсовета Первый;97936.47;113518.71;Карповки р. наб., 13; 59.9686992294;30.3124339327
468;Дом, где в июле в 1917 г. нелегально жил Ленин В.И.;98119.84;113331.99;Карповки р. наб., 25, кв. 18 и 34; 59.9703529412;30.3091062327
469;Дом, где в октябре 1917 г. ЦК РСДРП(б) принял решение о подготовке к вооруженному восстанию в Петрограде;98042.65;112846.31;Карповки р. наб., 32; 59.9696801756;30.3004039432
470;Иоанновский монастырь;98167.68;112843.41;Карповки р. наб., 45; 59.9708025087;30.300362172
471;"Мемориал в память обороны города в 1941-1944 гг. - ""Зеленый пояс Славы Ленинграда"". ""Пулковский рубеж""";75204.01;114714.40;Киевское шоссе, 20-й км; 59.764607582;30.3318044983
472;Обелиск казненным в 1826 г. декабристам Бестужеву-Рюмину М.П., Муравьеву-Апостолу С.И., Каховскому П.Г., Пестелю П.И., Рылееву К.Ф.;96283.61;109326.90;КИМа пр.; 59.954019927;30.2372776634
473;"Римско-католическое убежище Благотворительного общества для бедных мальчиков (т.н. ""Дом Кербедзя"")";94352.85;117558.55;"Кирилловская ул., 19; Новгородская ул., 12"; 59.9363435463;30.3843901001
474;Особняк Тряничева В.А. (Башкирова Н.Н.);94014.50;117278.82;Кирилловская ул., 4; 59.933321146;30.3793520934
475;Памятник государственному деятелю Кирову С.М.;89844.79;111597.05;Кировская пл.; 59.8961481381;30.2774220419
476;Бывш. дом Лидваля;96646.05;113999.94;Кировский пр., 1-3 (ныне Каменноостровский пр.); 59.9570963328;30.3209378852
477;Дом Д.А. Дурдина;95221.88;115850.31;Кирочная ул., 12, лит. А; 59.9442290068;30.3539188751
478;Дом А.М. Александрова;95158.52;116186.88;Кирочная ул., 19, лит. А; 59.9436440386;30.3599341708
479;Казармы Преображенского полка;95112.85;116593.04;"Кирочная ул., 31, 33, 35, 35-а, 37; Радищева ул., 41"; 59.9432141172;30.3671959729
480;Дом А.В. Ратькова-Рожнова;95222.83;116370.64;Кирочная ул., 32-34, лит. А; 59.944212253;30.3632280056
481;Суворовский музей;95115.00;117101.89;Кирочная ул., 43; 59.9432077831;30.3762995525
482;Дом А.И. Шульгина;95056.58;117221.33;Кирочная ул., 45, лит. А; 59.9426773252;30.3784303702
483;Мариинский институт;95142.31;117323.52;Кирочная ул., 54; 59.9434415446;30.3802673302
484;Дом И.М. Екимова;95223.42;115652.38;Кирочная ул., 6, лит. А; 59.9442522733;30.350377922
485;Церковь евангелическо-лютеранская Святой Анны;95270.55;115741.33;Кирочная ул., 8; 59.9446710588;30.3519737776
486;"Братские могилы: рабочих завода имени М.И. Калинина, воинов Советской Армии, профессоров Академии художеств, экипажа подводной лодки ""Щ-323""";95548.14;109867.93;Кладбище на острове Декабристов; 59.9474008733;30.2469109476
487;Церковь римско-католическая Нотр-Дам де Франс;94425.44;116018.80;Ковенский пер., 7; 59.937072401;30.3568565129
488;Особняк Брусницыных с садом и оградой;92797.24;110142.62;Кожевенная линия, 27; 59.9227004765;30.2516389422
489;"Особняк, фабрика и богадельня ""Торгового дома Брусницыных""";93044.88;110234.62;"Кожевенная линия, 27, 28, 29, 30; Косая линия, 15б"; 59.9249200647;30.2533007541
490;Собственный дом Н.Н.Никонова;93427.78;115732.31;Колокольная ул., 11; 59.9281315842;30.3516374061
491;Дом Ш. Николаи;93443.34;115756.98;Колокольная ул., 13, лит. А; 59.9282700682;30.3520800336
492;Дом В.А. Вельяшева;93459.6144;115658.9396;Колокольная ул., 5, лит. А; 59.928420805;30.350328407
493;Городской сиротский дом им. генерала от инфантерии Г.Г. Белоградского;93480.9676;115762.6344;Колокольная ул., 6, лит. А; 59.9286075279;30.3521847227
494;Дом Э.П. Дубровича;92786.8928;115770.4588;Коломенская ул., 33/40, лит. А; 59.9223774299;30.3522586516
495;Дом, где жили: в 1882-1910 гг. - композитор Балакирев М.А., в 1893-1895 гг. - революционер Кржижановский Г.М.;93154.19;115861.39;Коломенская ул., 7; 59.9256697867;30.3539194793
496;Дом Граббе;103121.61;112737.70;Коломяги, 3-я линия 2-я половина, 2; 60.0152709753;30.2988697662
497;Место, где 27 января 1837 г. состоялась дуэль поэта Пушкина А.С. с Дантесом Э.;100905.62;112932.60;"Коломяжский пр., сквер у ж.д.ст. ""Новая деревня"""; 59.9953733776;30.3021828187
498;Дом, где в 1905-1906 гг. у Книповича Н.М. Ленин Владимир Ильич проводил совещания ( кв. 6 и 16 - б. кв. 16);96862.03;112811.30;Колпинская ул., 3; 59.9590848566;30.2996814699
499;Арсенал;96464.49;116805.01;"Комсомола ул., 1, 2, 3; Арсенальная наб., 1"; 59.9553352014;30.3711236183
500;"Дом, где в ноябре 1895 г. была образована общегородская социал-демократическая организация ""Союз борьбы за освобождение рабочего класса""";96332.73;116168.77;"Комсомола ул., 12; Михайлова ул., 4"; 59.9541840922;30.3597242608
501;Дом, в котором с 1850 по 1856 гг. жил Бородин Александр Порфирьевич;96511.10;115759.28;Комсомола ул., 49 (кв. Бородина А.П.); 59.9558048171;30.3524130025
502;"Памятник ""Героическому комсомолу""";87394.88;110622.00;Комсомольская пл.; 59.8741939241;30.2598312908
503;Бульвар Конногвардейский;93968.49;112725.68;Конногвардейский бульвар; 59.9331170642;30.2979160823
504;Дом военного инженера С.В. Яфимовича;94138.25;112909.24;Конногвардейский бульвар, 3; 59.9346333159;30.3012128128
505;Дом Кочубея М.В.;94095.36;112836.66;Конногвардейский бульвар, 7; 59.934251307;30.2999112047
506;Конюшенное ведомство, 1720-1723 гг., арх.Гербель Н.Ф., 1810 г., арх.Руска Л., 1817-1823 гг., арх.Стасов В.П., ск. Демут- Малиновский В.И.;94919.41;114299.21;"Конюшенная пл., 1; Конюшенный пер., 2; Мойки р. наб., 4; Грибоедова кан. наб., 1"; 59.941585627;30.3261419657
507;"Особняк нач. ХХ в., на месте существовавшей дачи ""Бельмонт"" с участком";106424.85;113226.40;Корякова ул., 20; 60.0448990405;30.3079072163
508;Котельная мастерская Балтийского судостроительного завода;92861.21;110653.72;Косая линия, 16; 59.9232569151;30.2607815149
509;Ниеншанц (Охта 1) Шведская крепость 1611-1703 гг., участки культурного слоя неолита и раннего металла V-II тыс. до н. э. и грунтового могильника XVI-XVII вв.;95172.20;118773.42;Красногвардейская пл., 2 (между р. .Невой и левым берегом устья р. Охты); 59.9436325641;30.4062095118
510;Казармы Новочеркасского полка;94668.52;118932.94;Красногвардейская пл., д. 3, литеры Б4-Б8, Б12, В, Д, Ф; 59.9391029726;30.4090077187
511;Административное здание завода К.К.Экваля;99499.05;114053.89;Красногвардейский пер., 15-17; 59.9827012214;30.3221518369
512;Административное здание абразивного завода Н.Н. Струка;99591.46;113939.85;Красногвардейский пер., 21-23; 59.9835356139;30.3201172139
513;Производственное здание;99619.38;113916.03;Красногвардейский пер., 23, лит. Е; 59.9837872436;30.3196929662
514;Особняк Н.Н. Струка;99555.16;113943.18;Красногвардейский пер., 23, лит.Д; 59.9832096577;30.320173717
515;Корпус Кадетский Второй;96623.30;111999.95;Красного Курсанта ул., 14, 16, 18; 59.9569742601;30.2851409014
516;Здание, где с 1886 г. размещалось военно-топографическое училище, в котором преподавали Цингер Н.Я. и Витковский В.В.;96655.95;112160.32;Красного Курсанта ул., 17; 59.9572610863;30.2880136868
517;"Комплекс построек чулочно-трикотажной фабрики ""В.П.Керстен""";96998.00;111740.75;"Красного Курсанта ул., д. 25, лит. А, В, Д, Ж; д. 31, строение 1"; 59.9603473489;30.2805302292
518;Дома Тенишевых (М.К.Чаплиц);94144.10;112687.35;Красного Флота наб. (ныне Английская наб.), 14, ул. Галерная, 13; 59.9346948176;30.2972446488
519;Театр Каменноостровский;98814.90;111447.47;Крестовки р. наб., 10; 59.9766661378;30.2754158908
520;Новая дача (Министерская);98719.28;111668.76;Крестовки р. наб., 11; 59.9757995748;30.2793715914
521;Дом Вургафта с участком парка;98521.73;111824.72;Крестовки р. наб., 2; 59.9740205162;30.2821494229
522;Собственная дача;98662.29;111726.83;Крестовки р. наб., 7; 59.9752858543;30.2804071773
523;Приморский парк Победы;98248.34;109536.55;Крестовский остров; 59.9716478048;30.2411575707
524;Усадьба Белосельских-Белозерских;97772.75;110443.17;"Крестовский остров; Крестовский пр., 20, 22, 34"; 59.9673484781;30.257358067
525;Дом, где в 1914-1921 гг. жил писатель Горький А.М.;96639.74;113851.41;Кронверкский пр., 23; 59.9570461295;30.3182790037
526;"Быв. дом городских учреждений ""Городск. дом""";96561.40;113385.44;Кронверкский пр., 49; 59.9563628156;30.3099326789
527;Дом Второго Каменноостровского товарищества устройства постоянных квартир (с кирпичной оградой и скульптурами львов);96386.39;114201.79;Кронверкский пр., 5, лит. А; 59.9547569101;30.3245277564
528;Здание мечети;96439.29;114177.56;Кронверкский пр., 7; 59.9552327823;30.3240987591
529;Александровский парк (парк им. В.И.Ленина);96412.28;113589.86;"Кронверкский пр.; Александровский парк"; 59.9550157424;30.3135786048
530;Набережные и мосты Кронверкского пролива;96118.48;113838.59;Кронверкский пролив - по обоим берегам, от Троицкого моста до Кронверкского моста; 59.9523680754;30.3180047683
531;Доходный дом Р.Г.Веге;92902.05;112698.42;"Крюкова кан. наб., 14; Римского-Корсакова пр., 41"; 59.9235461971;30.2973429553
532;Дом купца Никитина;92530.74;112765.82;"Крюкова кан. наб., 21; Садовая ул., 64"; 59.9202107345;30.2985181347
533;Дом, где жили: в 1877-1916 гг. - композитор Направник Э.Ф., в 1882-1908 гг. - композитор Стравинский И.Ф., в 1946-1982 гг. - геолог Наливкин Д.В.;93272.07;112580.47;"Крюкова кан. наб., 6-8; Декабристов ул., 27"; 59.926872094;30.2952635324
534;Дом, где в 1791 г., 1798 г., 1800 г. жил полководец Суворов А.В.;92474.34;112788.19;Крюкова канала наб., 23; 59.9197036035;30.2989135135
535;Дом А.П. Вознесенской;93242.01;115950.68;Кузнечный пер., 17/2, лит. А; 59.9264537311;30.3555244698
536;Дом Каншиных;93401.76;115610.50;Кузнечный пер., 2; 59.9279038243;30.3494567458
537;Особняк А.В.Каншина;93395.35;115638.83;Кузнечный пер., 2-4, лит. Б; 59.9278449487;30.3499627339
538;Здание Кузнечного рынка;93335.05;115613.52;Кузнечный пер., 3; 59.9273049203;30.3495044562
539;Высшие женские естественные курсы и гимназия Лохвицкой-Скалон М.А. Здесь проходила VII (Апрельская) конференция РСДРП(б);93311.50;115744.36;"Кузнечный пер., 9; Марата ул., 27"; 59.9270873297;30.3518418419
540;Особняк Кшесинской М.Ф. Особняк Бранта В.Э.;96367.12;114237.36;"Куйбышева ул., 2, лит. А; Куйбышева ул., 4, лит. Б, В, Г"; 59.9545823852;30.3251626379
541;Дом Г.А. Шульца;96551.46;114451.01;Куйбышева ул., 22; 59.9562274715;30.3290025648
542;Быв. дом Белозерского;96609.05;114625.02;Куйбышева ул., 25; 59.9567365794;30.3321220185
543;Здание солодовни пивоваренного завода И.А. Дурдина;91442.45;111721.13;Курляндская ул., 28, лит. В; 59.9104835339;30.2797591904
544;Дом Товарищества русских паровых маслобоен;91568.31;111233.92;Курляндская ул., 41; 59.9116313829;30.2710606616
545;Солодовня Калинкинского пивоваренного завода;91560.35;111019.80;Курляндская ул., 49; 59.9115677409;30.2672330651
546;Набережная Французская (ныне Кутузова);95753.64;115171.46;Кутузова наб. - левый берег р. Невы, от Литейного моста до Лебяжьего канала; 59.9490338466;30.3418228808
547;Дом Пашковой Е.П. (посольство Франции);95743.68;115355.34;Кутузова наб., 10; 59.9489358924;30.3451121655
548;Особняк А. Задлера (дом Д.Д. Орлова-Давыдова);95724.20;115230.66;Кутузова наб., 18, лит. А; 59.94876686;30.3428794354
549;Дом Яковлева;95732.74;115189.06;"Кутузова наб., 20; Шпалерная ул., 2; Гагаринская ул., 4"; 59.9488454419;30.3421358707
550;Особняк Серебряковой;95717.29;115162.37;"Кутузова наб., 22; Гагаринская ул., 2"; 59.948708006;30.3416568762
551;Дом, где в 1801-1812 гг. жил полководец Кутузов М.И.;95631.78;115044.68;Кутузова наб., 30; 59.9479459373;30.3395431949
552;Дом Баура;95605.88;114946.25;"Кутузова наб., 36; Фонтанки р. наб., 2"; 59.9477179869;30.3377796545
553;Дом М.Э.Клейнмихель;95732.32;115332.94;Кутузова наб., дом 12, литера А; 59.9488349769;30.3447102998
554;Братские могилы советских воинов, погибших в годы Великой Отечественной войны 1941-1945 г.г.;100134.77;118188.43;Лабораторный пр., Богословское кладбище; 59.988205801;30.396275165
555;Братские могилы советских воинов, погибших в войну с белофиннами 1939-1940 г.г.;100094.08;117832.72;Лабораторный пр., Богословское кладбище; 59.9878595451;30.3898985732
556;Братская могила жителей Ленинграда, погибших в годы Великой Отечественной войны 1941-1945 г.г.;100437.89;118154.46;Лабораторный пр., Богословское кладбище; 59.9909282626;30.3956990709
557;Вокзал железнодорожной станции Ланская;100850.85;114324.94;Ланская ж.д.ст., Сердобольская ул., 3; 59.9948224018;30.3271263556
558;Усадьба Стенбок-Ферморов;100283.04;103452.00;Лахтинский пр., 104, лит. А; 59.9900644152;30.1322819492
559;Церковь Апостола Петра;100517.45;104228.26;Лахтинский пр., 94; 59.9921537572;30.1461984337
560;Дом В.В.Шауба;100796.79;103577.96;Лахтинский пр., д. 115 , лит. А; 59.9946733719;30.1345572923
561;Братское захоронение воинов Советской Армии, погибших в годы Великой Отечественной войны 1941-1945 г.г.;101032.82;104681.48;Лахтинское кладбище; 59.9967703013;30.1543401891
562;Железнодорожная станция Левашово;113076.73;108192.69;Левашово ж.д.ст., Вокзальное шоссе, 43; 60.1047822023;30.2179689857
563;Набережная Николаевская (ныне Лейтенанта Шмидта);93903.09;111473.25;Лейтенанта Шмидта наб. - правый берег р. Большой Невы, от моста Лейтенанта Шмидта до 23-й линии В.О.; 59.9325786999;30.2755117547
564;"Дом жилой Академии наук (""дом академиков""). Здесь в 1918-1936 гг. жил физиолог Павлов И.П.";94357.64;112018.66;"Лейтенанта Шмидта наб., 1; 7-я линия В.О., 2"; 59.9366378562;30.2853011457
565;Морской кадетский корпус;94216.04;111661.08;Лейтенанта Шмидта наб., 17; 59.9353805717;30.2788945602
566;Подворье Киево-Печерской лавры;94039.54;111432.48;"Лейтенанта Шмидта наб., 27; 15-я линия В.О., 2"; 59.933804945;30.2747927229
567;Дом Утеман Ф.Ф.;93960.51;111402.04;Лейтенанта Шмидта наб., 31; 59.9330967323;30.2742424482
568;Дом Боткина М.П.;93800.74;111278.62;"Лейтенанта Шмидта наб., 41; 18-я линия В.О., 1"; 59.9316672606;30.2720233758
569;Горный институт;93573.07;111098.83;Лейтенанта Шмидта наб., 45, 21-я линия В.О., 2-4, 22-я линия В.О., 1; 59.9296303609;30.2687914893
570;Дом Умновой;94332.01;111966.07;"Лейтенанта Шмидта наб., 5; Академический пер., 16"; 59.9364098401;30.2843585173
571;Дом Г.К.Кейзерлинга (М.С. Дружининой);94322.32;111945.64;Лейтенанта Шмидта наб., д. 7, лит. А, Б; 59.9363236527;30.2839923519
572;"Ледокол ""Красин"" (""Святогор"")";93369.40;111109.80;Лейтенанта Шмидта наб., между 15-й и 17-й линиями В.О.; 59.9278018912;30.2689728818
573;Памятник Ленину В.И.;96312.25;115925.70;Ленина пл.; 59.9540120503;30.3553723094
574;Место выступлений в апреле и октябре 1917 г. Ленина В.И.;96614.48;115966.09;Ленина пл., 6 - Финляндский вокзал (фрагмент фасада); 59.9567227796;30.3561242067
575;"Паровоз ""М-293"", на котором в августе 1917 г. Ленин В.И. выезжал в Финляндию и в октябре 1917 г. возвратился в Петроград";96519.52;116041.53;Ленина пл., 6, Финляндский вокзал, у платформы № 5; 59.9558668153;30.3574652129
576;Дом, где в апреле-июне в 1917 г. жил Ленин В.И.;97590.27;112534.62;Ленина ул., 52, кв. 24; 59.965632376;30.2947872469
577;Церковь Рождества Иоанна Предтечи (Чесменская);85486.41;114591.25;Ленсовета ул., 12; 59.8569054364;30.3305247771
578;Братское захоронение воинов Советской Армии, погибших при обороне Ленинграда в 1941-1943 г.г.;85488.36;114722.73;Ленсовета ул., 12, Чесменское воинское кладбище; 59.8569170353;30.3328710545
579;Синагога Большая хоральная с палисадником и оградой;93026.02;112376.08;Лермонтовский пр., 2; 59.9246717631;30.2915893884
580;Съезжий дом Нарвской части (Пожарное депо);91758.35;112759.21;"Лермонтовский пр., 48; 10-я Красноармейская ул., 5"; 59.9132783064;30.2983377973
581;Городской училищный дом им. М.Ю.Лермонтова;91593.95;112750.24;"Лермонтовский пр., 52; 11-я Красноармейская ул., 30; 12-я Красноармейская ул., 27"; 59.9118030724;30.2981642461
582;Училище Николаевское кавалерийское;91454.94;112768.05;Лермонтовский пр., 54; 59.910554648;30.29847138
583;Дача;101551.93;104248.70;Лесная ул., 21; 60.0014384549;30.1466056541
584;Дача;101552.71;104215.78;Лесная ул., 23; 60.0014461082;30.1460156985
585;Народный дом Нобеля;97673.34;115680.82;Лесной пр., 19; 59.9662402805;30.3511190835
586;Особняк Нобеля Э.Л. (Олейниковой М.Л.) с оградой;97706.53;115673.61;Лесной пр., 21; 59.9665385213;30.3509931553
587;Здание Выборгской понижающей подстанции городского трамвая;98031.16;115538.39;Лесной пр., 28, лит. А; 59.9694586563;30.3486029446
588;Батенинский жилмассив;99234.45;115412.20;"Лесной пр., 37, к.1, лит.А, лит.Б; к.2, лит.В, к.3, лит.Г, к.4, лит.Д, к.5, лит.Е, к.6, лит.Ж; лит.К, Л; Лесной пр., 39, к.1, лит.А, к.2, лит.А, к.3, лит.А; Диагональная ул., 4, к.1, лит.В, к.2, лит.Б"; 59.980264751;30.3464563157
589;Городок текстильщиков (жилой комплекс);99535.78;115308.88;"Лесной пр., 59, корпус 1, литера А; корпус 2, литера Б; корпус 3, литера В; корпус 4, литера Г; корпус 5-6, литера Е; корпус 7, литера Д"; 59.9829741808;30.3446339309
590;"Дом, где жили: в 1937-1941 гг., 1944-1970 гг. художник Альтман Н.И. (корп. 1, б. кв.157); в 1934-1940 гг. радиотехник Бонч-Бруевич М.А. (корп. 2, кв.115 - б. кв.33); в 1938 г. писатель Куприн А.И. (корп. 3, кв.236 - б. кв.212)";99687.77;115278.10;"Лесной пр., 61; Кантемировская ул., 21"; 59.9843398051;30.3440967594
591;Братское захоронение советских летчиков, погибших в годы Великой Отечественной войны 1941-1945 гг.;103330.53;115299.49;"Лесопарк ""Сосновка"""; 60.0170343452;30.3448197469
592;Гимназия Гуревича Я.Г. (дом Артиллерийского ведомства);94558.15;116451.40;Лиговский пр., 1, лит. А; 59.9382424036;30.3646074004
593;Церковь Воздвижения Креста Господня;92113.98;115820.64;Лиговский пр., 128; 59.9163352439;30.3530917236
594;Дом М. Курицына;92214.49;115708.76;Лиговский пр., 139, лит. А; 59.9172427168;30.3511013161
595;Дом И.П. Павлова;92078.52;115660.38;Лиговский пр., 149, лит. А; 59.9160246032;30.3502236214
596;Больница евангелическая женская;94487.55;116524.41;"Лиговский пр., 2-4; Некрасова ул., 45"; 59.9376051165;30.3659063847
597;Доходный дом А.Н.Перцова;93202.48;116191.30;Лиговский пр., 44; 59.9260872674;30.3598231757
598;Чугунолитейный и механический завод Ф.К. Сан-Галли (комплекс построек с территорией, садом и оградами);92840.22;116076.52;Лиговский пр., 60-62; 59.922841354;30.3577358334
