№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
736;Сад;113532.25;93751.09;Гривцова пер., 1;60.1090431304;29.958332468
737;Дом Демидова П.Г.;113602.94;93592.32;Гривцова пер., 1;60.1096766737;29.9554768748
738;Флигели (два) главного дома;113536.69;93746.75;Гривцова пер., 1;60.1090829569;29.9582543828
739;Кегельбан;113511.10;93739.52;Гривцова пер., 1, лит. А5;60.1088532327;29.9581246783
740;Усадьба Демидовых;113536.69;93746.75;"Гривцова пер., 1; Казанская ул., 29; Гривцова пер., 5; Мойки р. наб., 64";60.1090829569;29.9582543828
741;Главный дом;113513.50;93777.44;"Гривцова пер., 1; Мойки р. наб., 64, лит. А2, А3, А6, А7, А8, А9";60.108874989;29.9588064603
742;Русское Географическое Общество;113638.46;93678.79;Гривцова пер., 10;60.1099959999;29.9570312435
743;Здание церкви Богоявления;110456.29;91244.83;Двинская ул., 2;60.081412891;29.9133419107
744;"Бюст ""Амазонка""";114803.37;95386.98;Дворцовая аллея;60.1204581018;29.9877419437
745;Бюст Веспасиана;114803.37;95386.98;Дворцовая аллея;60.1204581018;29.9877419437
746;"Бюст ""День""";114803.37;95386.98;Дворцовая аллея;60.1204581018;29.9877419437
747;Бюст Марии-Казимиры;114803.37;95386.98;Дворцовая аллея;60.1204581018;29.9877419437
748;Бюст римского императора;114803.37;95386.98;Дворцовая аллея;60.1204581018;29.9877419437
749;Бюст Тита;114803.37;95386.98;Дворцовая аллея;60.1204581018;29.9877419437
750;Бюст юноши;114803.37;95386.98;Дворцовая аллея;60.1204581018;29.9877419437
751;Бюст Яна Собесского;114803.37;95386.98;Дворцовая аллея;60.1204581018;29.9877419437
752;Ограда;114745.69;95543.04;Дворцовая наб.;60.1199406312;29.9905490736
753;Набережная Дворцовая;113890.95;95122.80;Дворцовая наб. - левый берег р. Невы, от Троицкого моста до Дворцового моста;60.1122681523;29.9829945473
754;Спуски лестничные;114060.54;95221.93;Дворцовая наб. - левый берег р. Невы, от Троицкого моста до Дворцового моста;60.1137905265;29.9847763952
755;Набережная;114052.83;95214.57;Дворцовая наб. - левый берег р. Невы, от Троицкого моста до Дворцового моста;60.1137213099;29.9846440739
756;Дворец Великого князя Михаила Николаевича (Ново-Михайловский);114095.45;95154.14;"Дворцовая наб., 18; Миллионная ул., 19";60.1141037129;29.9835571764
757;Дом Бецкого И.И. (принца Ольденбургского П.Г.);114598.47;95441.79;"Дворцовая наб., 2; Миллионная ул., 1; Лебяжьей канавки наб.";60.1186191144;29.9887284277
758;Дворец Великого князя Владимира Александровича;113956.32;95075.41;"Дворцовая наб., 26; Миллионная ул., 27";60.1128547665;29.9821420553
759;Дом Гротена Ф. (Салтыкова Н.И.);114555.45;95419.72;"Дворцовая наб., 4; Миллионная ул., 3; Суворовская пл.";60.1182329539;29.9883316267
760;Дом жилой, (дворец Кантемира Д.К.);114243.70;95288.26;Дворцовая наб., 8;60.1154346115;29.9859684888
761;Особняк Громова И.Ф. (Ратькова-Рожнова В.А.);114251.44;95274.95;"Дворцовая наб., 8; Миллионная ул., 7; Мраморный пер.";60.1155040558;29.985729094
762;Летний сад;114814.42;95299.25;Дворцовая наб., Лебяжьего кан. наб., Фонтанки р. наб., Мойки р. наб.;60.1205571224;29.9861639432
763;Памятник баснописцу Крылову И.А.;114788.06;95438.04;Дворцовая наб., Лебяжьего кан. наб., Фонтанки р. наб., Мойки р. наб.;60.1203207707;29.9886603841
764;Сад;114818.15;95289.01;Дворцовая наб., Лебяжьего кан. наб., Фонтанки р. наб., Мойки р. наб.;60.1205905813;29.9859797461
765;Штаб Гвардейского корпуса;113835.30;94756.60;"Дворцовая пл., 2-4; Миллионная ул., 40";60.1117676442;29.9764098774
766;"Памятник императору Петру I (""Медный всадник"")";112959.31;94332.68;Декабристов пл.;60.1039036045;29.9687945347
767;Сенат и Синод;112904.83;94229.02;"Декабристов пл., 1, 3; Английская наб., 2; Галерная ул., 1, 2; Конногвардейский бульвар, 1";60.1034141631;29.9669314806
768;Дом, в котором жил в 1867-1873 гг. Направник Эдуард Францевич;113066.69;93397.21;Декабристов ул., 16;60.1048623298;29.9519757141
769;Павильон садовый;112831.29;93343.31;Декабристов ул., 21;60.1027491395;29.9510098517
770;Сад;112800.97;93418.22;Декабристов ул., 21;60.1024774962;29.9523568939
771;Ограда с воротами;112844.82;93344.59;Декабристов ул., 21;60.1028705866;29.9510326809
772;Ограда парадного двора с воротами;112820.98;93494.87;"Декабристов ул., 21; Мойки р. наб., 94";60.1026575874;29.9537345564
773;Дом, где в 1912-1921 гг. жил поэт Блок А.А.;111860.15;92933.72;Декабристов ул., 57, р. Пряжки наб., 22-24;60.0940297197;29.9436616533
774;Жилой дом;115561.12;99334.38;Диагональная ул., 10, лит. Д;60.1272469384;30.0587540193
775;Жилой дом;115424.93;99344.20;Диагональная ул., 4, корп. 1, лит. В;60.1260244909;30.0589285074
776;Здание общественного назначения;115411.51;99408.58;Диагональная ул., 4, корп. 2, лит. Б;60.1259035219;30.0600864564
777;Жилой дом;115524.93;99388.55;Диагональная ул., 8, лит. Е;60.1269216821;30.0597279636
778;"Жилой комплекс Товарищества борьбы с жилищной нуждой (""Выборгский рабочий городок"")";115535.43;99367.64;"Диагональная ул., 8, лит. Е; 10, лит. Д";60.1270160929;30.0593519607
779;Дом Ю.Д. Лужецкого и Н.С. Рудинского;111338.90;97915.50;Динамо пр., 18, лит. А;60.0893592247;30.0331901788
780;Особняк Путилова А.И. с флигелем, палисадником, оградой;111807.64;98289.94;Динамо пр., 2, 2-а;60.0935645645;30.0399237644
781;Сфинксы (два);111108.51;93592.58;Директорский садик;60.0872878916;29.9555119073
782;Ограда с воротами;111111.62;93593.12;Директорский садик;60.0873158088;29.9555215725
783;Дом, где в 1914-1949 гг. жил гидроэнергетик Графтио Генрих Осипович;112848.55;95834.25;Добролюбова пр., 15;60.1029131389;29.9957891505
784;Дом М.К. Чаплиц;112742.59;95902.37;Добролюбова пр., 21а, лит. А;60.1019621296;29.9970138345
785;Собор Князь-Владимирский;112569.63;96063.57;"Добролюбова пр.; Блохина ул., 26; Большой пр. П.С.; Храмов пер.";60.1004097645;29.9999116535
786;Дом, где в 1846 г., 1878-1881 гг. жил писатель Достоевский Ф.М.;115679.08;93301.88;"Достоевского ул., 2; Кузнечный пер., 5";60.1283091623;29.9502263186
787;Дом Г.В. Барановского;115457.34;92836.76;Достоевского ул., 36, лит. А;60.1263155169;29.941861961
788;Дом Н.Н. Никонова;115430.14;92822.01;Достоевского ул., 38, лит. А;60.1260712668;29.941597047
789;Два заводских корпуса;115387.38;92783.79;Достоевского ул., 40-44;60.1256871694;29.940910176
790;Дума городская с башней;114452.93;94089.43;"Думская ул., 1-3; Невский пр.";60.1173084725;29.9644069452
791;Мытный двор;117234.78;93710.13;Евгеньевская ул., 2, лит. А;60.1422748571;29.9575529797
792;Парк;110516.00;99098.05;Елагин остров;60.0819662675;30.054427982
793;Пристань со львами;109272.39;99179.59;Елагин остров;60.0708035888;30.0558740936
794;Ансамбль Елагина острова;111059.49;99254.22;Елагин остров, 4;60.0868431989;30.057242081
795;Елагин дворец;111137.38;99104.63;Елагин остров, 4;60.0875434329;30.0545553668
796;"Пост ""Цветочный"" Николаевской железной дороги, откуда в марте 1918 г. отправился поезд, на котором Советское правительство переехало из Петрограда в Москву";114579.49;88639.10;ж.д. ст. Цветочная Петербургского железнодорожного узла;60.1183815922;29.866379373
797;Набережная стадиона им. В.И.Ленина (кольцевая);112115.64;95996.83;Ждановки р. наб.;60.0963349625;29.9987121514
798;Дом, где в 1863-1870 гг. жил физиолог Сеченов И.М.;115765.64;94341.65;"Жуковского ул., 10; Чехова ул., 2";60.129091823;29.9689318848
799;Дом купца Ш.З. Иоффе;115239.07;93249.48;"Загородный пр., 11; Рубинштейна ул., 40";60.1243595054;29.9492897053
800;Дом, в котором в 1908-1915 гг. жил актер Варламов К.А.;115137.52;93176.53;"Загородный пр., 13; Ломоносова ул., 13";60.1234475345;29.9479788783
801;Дом, где в 1906 г. находилась явочная квартира РСДРП;114970.71;93094.77;Загородный пр., 21;60.1219497466;29.9465106072
802;Дом А. Королевой (Ш.З. Иоффа);115178.65;93098.07;Загородный пр., 24, лит. А;60.1238161312;29.9465669269
803;Дом М.Е. Кузнецова;114905.29;92991.84;Загородный пр., 27/21, лит. А;60.1213618066;29.9446601608
804;Дом, где в 1893-1908 гг. жил композитор Римский-Корсаков Н.А.;115118.89;93042.17;Загородный пр., 28;60.1232793454;29.9455622676
805;Дом А.Н. Штальман;114495.45;92690.28;"Загородный пр., 45; Большой Казачий пер., 13";60.1176809079;29.939242803
806;Вокзал Витебский;114449.37;92530.36;Загородный пр., 52;60.1172659614;29.9363674425
807;Подпорная стенка Императорской платформы с двумя лестницами и фонтаном;114503.33;92376.49;Загородный пр., 52;60.1177489144;29.9335991462
808;Дебаркадер;114542.71;92414.64;Загородный пр., 52;60.1181027124;29.9342845685
809;Вокзал;114464.54;92497.42;Загородный пр., 52;60.1174018323;29.9357747577
810;Павильон Императорский;114543.69;92294.84;Загородный пр., 52;60.1181104175;29.9321299195
811;Центральный пост;114728.11;92071.23;Загородный пр., 52;60.1197635454;29.9281046201
812;Пожарное депо;114252.02;92392.90;Загородный пр., 56;60.1154934341;29.9338988188
813;Подворье Коневецкого монастыря;115322.75;93322.59;Загородный пр., 7;60.1251110726;29.9506037247
814;Дом с часовней Божьей Матери Коневской;115330.78;93314.96;Загородный пр., 7;60.1251830942;29.9504663593
815;Флигель;115312.58;93323.05;Загородный пр., 7;60.1250197952;29.9506121371
816;Солдатская казарма;114763.08;92774.39;Загородный пр., д. 46, корпус 2, литера Б;60.1200837042;29.940751188
817;Солдатская казарма;114708.69;92737.61;Загородный пр., д. 46, литера А;60.119595229;29.940090542
818;Сады;114102.10;92569.96;Загородный пр., д. 47;60.1141493865;29.9370856092
819;Ограда;114173.06;92396.64;Загородный пр., д. 47;60.1147847635;29.9339675024
820;Бюст Н.И.Пирогова;114115.10;92576.78;Загородный пр., д. 47 (на территории);60.1142661263;29.9372080307
821;Главное здание;114025.72;92720.99;Загородный пр., д. 47, литера А;60.1134651065;29.9398028498
822;Корпус в память принца П.Г.Ольденбургского;114125.85;92740.37;Загородный пр., д. 47, литера А (корпус со стороны Введенского канала);60.1143639808;29.9401497172
823;Женское отделение;114271.62;92497.29;Загородный пр., д. 47, литера Б;60.115670281;29.9357758048
824;Приемный покой;114129.32;92425.42;Загородный пр., д. 47, литера В;60.1143924338;29.9344858481
825;Виварий;113986.88;92617.90;Загородный пр., д. 47, литера Д (двухэтажный корпус);60.1131156393;29.9379496712
826;Санитарно-химический институт;114023.78;92597.50;Загородный пр., д. 47, литера Д (четырехэтажный корпус);60.1134466617;29.9375821987
827;Корпус;114222.68;92535.93;Загородный пр., д. 47, литера И;60.1152313573;29.9364715523
828;Корпус;114150.60;92623.76;Загородный пр., д. 47, литера Л;60.1145851556;29.9380522779
829;Прачечная с квартирами служащих;114136.70;92665.07;Загородный пр., д. 47, литера М;60.1144607432;29.9387954011
830;Солдатская казарма;114602.55;92654.35;Загородный пр., д. 48, литера А;60.1186418827;29.9385948047
831;Офицерская казарма;114344.60;92436.12;Загородный пр., д. 54, литера А;60.1163247716;29.9346744269
832;Комплекс казарм Семеновского и Егерского полков;114881.22;92719.76;"Загородный пр.,д.46,л.А;д.46,к.2,л.Б;д.48,л. А;д.54,л.А;Звенигородская ул., д.1,лит.А;д.3,л.А;д.5,л.А;д.9-11,л.Л;Лазаретный пер.,д.2,л.И;Подъездной пер.,д.2,л.А;Рузовская ул., д.4,л.А;д. 8,л.А;д.10-12,л. А,В,Б;д.14а,л.А;д.14,л.А;д.16,л.А;д.18,л.А";60.1211436221;29.9397666508
833;Канал Воскресенский;114940.42;94720.85;Замковая ул.;60.1216865181;29.9757596645
834;Мост трехлучевой;114968.11;94723.04;Замковая ул., у южного фасада замка;60.1219350564;29.9757988722
835;Особняк Мертенса с участком парка и оградой;112098.86;98613.33;Западная аллея, 1/2;60.0961765442;30.045739289
836;Монетный двор;113626.14;95785.03;Западная часть крепости;60.1098923673;29.9949031939
837;"Бассейн с фонтаном ""Ева""";90796.09;88827.89;Западная часть Марлинской аллеи;59.9049144743;29.870613075
838;Ансамбль Марли;90274.24;89019.14;Западная часть Нижнего парка;59.90023379;29.8740484457
839;Дворец Марли;90260.05;88988.47;Западная часть Нижнего парка;59.9001058982;29.8735009412
840;Львиный (Эрмитажный) каскад;90616.38;88855.07;Западная часть Нижнего парка;59.9033019177;29.8711050388
841;"Пруд Песочный с фонтаном ""Китовый"" и фонтанными фигурами ""Дельфин"" (четыре)";90783.25;88672.16;Западная часть Нижнего парка;59.90479646;29.8678306699
842;Эрмитаж;90658.40;89001.86;Западная часть Нижнего парка;59.9036816223;29.8737265856
843;Павильон Эрмитаж;90652.51;89013.15;Западная часть Нижнего парка;59.9036289486;29.873928529
844;Пруд круглый;90152.06;88824.86;Западная часть Нижнего парка, верхняя терраса;59.8991337626;29.8705814632
845;Евинский пруд;90627.72;88672.47;Западная часть парка, верхняя терраса;59.9034004663;29.8678417663
846;Дом смотрителя (фрейлинский);110730.34;99210.60;Западнее Елагина дворца;60.0838892393;30.0564532791
847;Кладовые (дом служителей);110778.37;99214.96;Западнее Елагина дворца;60.0843203007;30.0565323482
848;Корпус конюшенный;110866.23;99197.39;Западнее Елагина дворца;60.0851090245;30.0562180076
849;"Статуя ""Венера Медицейская""";90322.86;88854.02;Западный парапет Марлинского каскада;59.9006673343;29.8710965049
850;"Статуя ""Нептун""";90322.86;88854.02;Западный парапет Марлинского каскада;59.9006673343;29.8710965049
851;"Статуя ""Отдыхающий сатир""";90322.86;88854.02;Западный парапет Марлинского каскада;59.9006673343;29.8710965049
852;"Статуя ""Флора""";90322.86;88854.02;Западный парапет Марлинского каскада;59.9006673343;29.8710965049
853;"Статуи ""Минерва"", ""Вулкан""";90322.86;88854.02;Западный парапет Марлинского каскада;59.9006673343;29.8710965049
854;Конторское здание;113722.09;89102.92;Заставская ул., 33, лит. БА;60.1106941949;29.8747506242
855;Производственные корпуса обувной фабрики;113736.61;89134.29;Заставская ул., 33, лит. БА;60.1108250522;29.8753141997
856;"Постройки товарищества механического производства обуви ""Скороход""";113736.61;89134.29;"Заставская ул., 33, лит. БА, ТА; Московский пр., 107, корп. 5, лит. Т";60.1108250522;29.8753141997
857;Производственные корпуса кожевенного завода;113726.42;89244.02;"Заставская ул., 33, лит. ТА; Московский пр., 107, корп. 5, лит. Т";60.1107354393;29.8772876215
858;Канцелярия Военно-походная;115901.78;95584.23;Захарьевская ул., 17;60.1303171427;29.9912871074
859;Дом А.И. Нежинской;116051.22;95566.73;Захарьевская ул., 23, лит. А, Б, В;60.1316584152;29.9909718715
860;Особняк Нейдгардта Д.В.;116265.56;95569.52;Захарьевская ул., 31;60.1335822202;29.9910215325
861;Придворный экипажный двор;115879.25;95723.89;Захарьевская ул., 8, лит. А;60.1301150715;29.9937998969
862;Типография (словолитня) Лемана;115139.07;92420.45;Звенигородская ул., 20;60.1234553801;29.9343783711
863;Старые Егерские казармы;114971.65;92573.73;Звенигородская ул., 5, литера А;60.1219540487;29.9371384715
864;Солдатская казарма;114808.15;92816.41;Звенигородская ул., д. 1, литера А;60.1204885665;29.9415062524
865;Солдатская казарма;114881.81;92719.58;Звенигородская ул., д. 3, литера А;60.1211489161;29.9397634034
866;Казарма нестроевой роты;115168.16;92257.67;Звенигородская ул., д. 9-11, литера Л;60.1237149878;29.931449715
867;Дом, в котором жил в 1901-1913 гг. Крылов Алексей Николаевич. В 1907-1917 гг. здесь жил  Стеклов Владимир Андреевич;112523.55;96231.54;Зверинская ул., 6;60.0999961461;30.0029309816
868;Набережные и мосты Зимней канавки;113843.59;94936.97;Зимней канавки наб. - по обоим берегам, от Дворцовой наб. до р. Мойки наб.;60.1118425953;29.9796532062
869;Набережные с решетками и спусками;113835.52;94950.45;Зимней канавки наб. - по обоим берегам, от Дворцовой наб. до р. Мойки наб.;60.1117702005;29.9798956459
870;Ансамбль улицы Зодчего Росси;114863.52;93635.32;"Зодчего Росии ул., 1-3, 2; Островского пл., 6, 11; Ломоносова пл., 1, 2, 4; Торговый пер., 2";60.1209912535;29.9562349465
871;Министерство народного просвещения;114787.12;93641.67;"Зодчего Росси ул., 1-3; Островского пл., 11; Ломоносова пл., 1, 2; Торговый пер., 2";60.1203055647;29.9563500757
872;Дирекция императорских театров;114864.61;93661.39;"Зодчего Росси ул., 2; Островского пл., 6; Ломоносова пл., 4";60.1210011918;29.9567038499
873;"Ушаковские бани ""Гигант""";111110.78;89571.94;Зои Космодемьянской ул., 7, лит. А;60.0872641226;29.8832672564
874;Особняк Ф. Тейхмана;111879.77;90490.69;Ивана Черных ул., 16, лит. К;60.0941797641;29.8997547307
875;Дом, где 30 июля 1917 г. заседал VI съезд РСДРП(б);111902.33;90461.26;Ивана Черных ул., 23;60.0943818488;29.8992251898
876;Жилмассив на Ивановской улице;120772.37;87515.36;"Ивановская ул., 19, лит. А; Ивановская ул., 17; лит. А, Ивановская ул., 13, лит. А; Ивановская ул., 9/75, лит. А; Ивановская ул., 8/77, лит. А; Ивановская ул., 14, лит. А; Ивановская ул., 20, лит. А; Ивановская ул., 26, лит. А";60.1739432915;29.8459083187
877;Солдатская казарма;113311.38;91686.83;Измайловский пр., 12, лит. А;60.1070437597;29.9212212223
878;Солдатская казарма;113235.73;91850.89;Измайловский пр., 13, лит. А;60.1063664915;29.9241724554
879;Солдатская казарма с палисадником;113234.08;91763.58;Измайловский пр., 15, лит. А, Д;60.1063507705;29.9226027586
880;Солдатская казарма (госпитальный корпус);113233.78;91687.96;Измайловский пр., 17, лит. А;60.1063472735;29.9212432066
881;Офицерская казарма лейб-гвардии Измайловского полка (бывший дом М.А. Гарновского);113310.60;92320.65;"Измайловский пр., 2; наб. р. Фонтанки, 120";60.1070430709;29.9326168147
882;Казарма 2-й артиллерийской бригады;113302.05;92140.21;Измайловский пр., 2а, лит. А;60.1069646333;29.9293728125
883;Комплекс казарм лейб-гвардии Измайловского полка;113237.22;91848.70;"Измайловский пр., 2а, лит. А; 6, лит. А; 8, лит. А; 9/2, лит. А, Б; 12, лит. А; 13, лит. А; 15, лит. А, Д; 17, лит. А; Троицкий пр., 4, лит. Б, В";60.1063798423;29.9241330509
884;Собор Троицкий (Измайловский);113197.03;92094.84;Измайловский пр., 4-а, 7-а;60.1060215875;29.9285591462
885;Ограда;113225.79;92114.03;Измайловский пр., 4-а, 7-а;60.1062799092;29.9289035982
886;Сад;113187.86;92125.76;Измайловский пр., 4-а, 7-а;60.1059395821;29.9291152233
887;Собор;113174.60;92112.09;Измайловский пр., 4-а, 7-а;60.1058204347;29.9288697133
888;Часовня;113292.99;92040.20;Измайловский пр., 4-а, 7-а;60.1068823405;29.927574896
889;Солдатская казарма (с кирпичной оградой);113327.25;91932.61;Измайловский пр., 6, лит. А;60.1071887649;29.9256398279
890;Солдатская казарма;113319.70;91850.15;Измайловский пр., 8, лит. А;60.1071201561;29.9241574129
891;Солдатская казарма (с двумя служебными флигелями);113231.25;92011.52;Измайловский пр., 9/2, лит. А, Б;60.1063279093;29.9270604843
892;Павильон восточный;115067.29;94557.48;Инженерная ул., 10;60.1228246612;29.9728201489
893;Дворец Великого князя Михаила Павловича (Русский музей Императора Александра III);114655.66;94639.94;Инженерная ул., 2, 4, 4-а, Садовая ул., 1;60.1191303825;29.9743063312
894;Корпус западный Русского музея;114453.37;94593.86;Инженерная ул., 2-4;60.1173145665;29.9734790192
895;Корпус главный Русского музея;114644.77;94599.93;Инженерная ул., 4;60.1190324965;29.9735867982
896;Флигель служебный западный Михайловского дворца;114530.36;94579.45;Инженерная ул., 4;60.1180055366;29.9732192917
897;Ограда парадного двора;114625.12;94514.36;Инженерная ул., 4;60.1188558094;29.9720479085
898;Сад парадного двора;114631.77;94544.70;Инженерная ул., 4;60.1189156115;29.9725935431
899;Корпус Этнографического отдела Русского музея (Этнографический музей);114756.61;94511.07;Инженерная ул., 4-а;60.1200359832;29.9719877243
900;Павильон западный;114995.56;94532.30;Инженерная ул., 8;60.1221807555;29.9723677601
901;Институт Лесной (Академия лесотехническая);115293.45;100830.96;Институтский пер., 5;60.1248298448;30.0856715896
902;Парк;115144.93;100752.73;Институтский пер., 5;60.1234977084;30.0842609214
903;Мост-плотина на Длинном пруду;114750.95;100835.50;Институтский пер., 5 парк;60.1199605991;30.0857406328
904;Корпус главный;115264.89;100650.31;Институтский пер., 5, корп. 1;60.1245755617;30.0824212567
905;Корпус Малый;115281.22;100788.26;Институтский пер., 5, корп. 10;60.1247205681;30.0849031819
906;Башня водонапорная;115618.86;100749.15;Институтский пер., 5, корп. 11;60.1277514923;30.0842073563
907;Корпус квартир профессоров (второй);115364.10;100620.44;Институтский пер., 5, корп. 13;60.1254663503;30.0818861375
908;Корпус ассистентский 2-й;115178.59;100796.60;Институтский пер., 5, корп. 3;60.1237993197;30.0850508394
909;Баня кадетская;115153.33;100864.12;Институтский пер., 5, корп. 5;60.1235718161;30.08626482
910;Корпус ассистентский 1-й;115197.93;100946.03;Институтский пер., 5, корп. 6;60.1239711567;30.0877392963
911;Больница с аптекой;115254.57;100920.58;Институтский пер., 5, корп. 7;60.1244798289;30.0872828329
912;Корпус Большой офицерский (квартиры профессоров и аспирантов);115269.94;100752.40;Институтский пер., 5, корп. 9;60.1246197356;30.0842578443
913;Ваза парковая;115215.48;100552.82;Институтский пер., 5, оранжерея Ботанического сада Лесного института;60.1241331604;30.080666451
914;Пруды (шесть) с протоками;115170.44;100557.00;Институтский пер., 5, парк;60.1237288595;30.080740656
915;Особняк М.К. Тахтарева;115498.486;101657.3321;Институтский пр., 18, лит. А;60.1266597146;30.1005427029
916;Дом профессора Д.Н. Кайгородова со службами и зелеными насаждениями, XIX - нач. XX вв.;115614.56;101878.48;Институтский пр., 21-а;60.1276984594;30.1045244232
917;Дом инженера-технолога М.И. Данилевского со службами и зелеными насаждениями, XIX - нач. XX века;115510.02;101968.29;Институтский пр., 22;60.126758883;30.1061371314
918;Церковь Преображения Господня;114220.36;98452.01;Инструментальная ул., 3;60.115219035;30.0428644257
919;Запасной командный пункт КБФ;114254.38;98469.32;Инструментальная ул., д. 3, сооружение 1, лит. А;60.1155242805;30.0431761205
920;"Дача Безобразовых ""Жерновка""";121616.06;96199.24;Ириновский пр., 9;60.1816055785;30.0023555925
921;Дача;121623.84;96179.99;Ириновский пр., 9;60.1816754122;30.0020087121
922;Сад с прудом;121626.79;96161.02;Ириновский пр., 9;60.1817018938;30.001666874
923;Памятник императору Николаю I;113311.50;93854.31;Исаакиевская пл.;60.1070623638;29.9601908004
924;Собор Исаакиевский;113238.39;94068.67;Исаакиевская пл.;60.106407275;29.9640455464
925;Сквер Исаакиевский;113259.38;93959.06;Исаакиевская пл.;60.1065951171;29.9620746651
926;Собор;113182.78;94075.00;Исаакиевская пл.;60.1059081784;29.9641598986
927;Манеж и казармы Конногвардейского полка;112855.08;93985.89;"Исаакиевская пл., 1; Конногвардейский бульвар, 2, 4; Почтамтский пер., 1; Якубовича ул., 1, 3; Конногвардейский пер., 2";60.1029664595;29.9625611857
928;Манеж;112977.29;94063.42;"Исаакиевская пл., 1; Конногвардейский бульвар, 2; Якубовича ул., 1";60.1040637454;29.9639537353
929;"Скульптурные группы ""Диоскуры, укрощающие коней"" (две)";113031.43;94110.33;"Исаакиевская пл., 1; Конногвардейский бульвар, 2; Якубовича ул., 1";60.1045499077;29.9647965419
930;Посольство Германии;113202.74;93889.42;"Исаакиевская пл., 11; Большая Морская ул., 41";60.1060863778;29.9608232173
931;Дом министра государственных имуществ;113235.00;93820.45;"Исаакиевская пл., 13; Большая Морская ул., 44; Мойки р. наб., 89";60.1063755524;29.9595828703
932;Министерство государственных имуществ;113406.75;93911.31;"Исаакиевская пл., 4; Большая Морская ул., 42; Мойки р. наб., 87";60.1079175862;29.9612146046
933;Дом Закревского А.А. (Зубова П.А.) с дворовыми флигелями;113073.11;93998.66;Исаакиевская пл., 5;60.1049234538;29.9627885304
934;Дворец;113385.98;93704.16;Исаакиевская пл., 6;60.1077300146;29.9574903541
935;Сад;113353.54;93649.96;Исаакиевская пл., 6;60.1074385311;29.9565162466
936;Дворец Мариинский;113350.80;93678.91;"Исаакиевская пл., 6; Антоненко пер., 1; Вознесенский пр., 14";60.1074141091;29.9570367831
937;Дом Мятлевых;113163.63;93940.12;"Исаакиевская пл., 9; Почтамтская ул., 2";60.1057356143;29.9617351466
938;Памятник поэту Пушкину А.С.;114605.79;94436.81;Искусств пл.;60.1186820089;29.9706532768
939;Сквер;114606.18;94434.94;Искусств пл.;60.1186855018;29.9706196407
940;Театр Михайловский;114443.84;94508.93;"Искусств пл., 1; Инженерная ул., 1; Грибоедова кан. наб., 4";60.1172287125;29.9719516425
941;Дом Голенищева-Кутузова П.В. Здесь в 1924-1939 гг. жил художник Бродский И.И.;114456.67;94459.71;Искусств пл., 3;60.1173436759;29.9710663304
942;Дом Виельгорского М.Ю.;114744.61;94359.00;"Искусств пл., 4; Итальянская ул., 6";60.1199276654;29.9692526495
943;Дом Жако П.П.;114457.10;94425.62;"Искусств пл., 5; Итальянская ул., 4";60.1173473988;29.9704532242
944;Дом В.П. Кончиелова;117327.97;93287.82;Исполкомская ул., 5, лит. А;60.1431086116;29.9499507849
945;Дом, где в 1888-1889 гг. жил художник Серов Валентин Александрович;114638.41;94310.39;Итальянская ул., 11;60.1189742615;29.9683792597
946;Портик служительских конюшен;114979.93;94297.91;Итальянская ул., 12;60.122039514;29.9681518145
947;"Дом Лазаревых (""Палас-театр"")";114679.10;94297.41;Итальянская ул., 13;60.1193394176;29.9681454495
948;Дворец Шувалова И.И. (Вяземского А.А.);114915.94;94232.66;"Итальянская ул., 25; Малая Садовая ул., 1";60.1214648833;29.9669787168
949;Санкт-Петербургское Благородное собрание;114991.86;94232.90;"Итальянская ул., 27; Малая Садовая ул., 2";60.1221463029;29.9669823463
950;Дом жилой с дворовым флигелем;114509.28;94360.48;Итальянская ул., 5;60.1178154709;29.9692812526
951;Дворянское собрание;114611.16;94307.94;"Итальянская ул., 9; Михайловская ул., 2";60.118729669;29.9683354314
952;Чайный домик;114825.87;95448.82;К югу от Летнего дворца;60.1206601505;29.9888541608
953;Доходный дом Ведомства учреждений императрицы Марии (с тремя палисадниками и оградами);117416.67;95248.85;Кавалергардская ул., 12, лит. Б, В;60.1439134325;29.9852467929
954;Машинное отделение № 7 с котельной;117190.94;96143.89;Кавалергардская ул., д. 42, литера АН;60.1418882481;30.0013568485
955;Сеточное отделение;117234.11;96065.79;Кавалергардская ул., д.42, литера АБ;60.1422757228;29.9999511835
956;Пескомойня;117235.79;95993.12;Кавалергардская ул., д.42, литера АВ;60.1422907921;29.9986432362
957;Косая группа резервуаров;117379.28;96016.82;Кавалергардская ул., д.42, литера АЩ;60.1435786844;29.9990697534
958;Машинное отделение № 9 с котельной;117327.72;95936.85;Кавалергардская ул., д.42, литера Н;60.1431158894;29.997630398
959;Машинное отделение № 4 с котельной;117126.49;95825.85;Кавалергардская ул., д.42, литера Ш;60.1413097043;29.9956327733
960;Машинное отделение № 5 с котельной;117160.78;95805.23;Кавалергардская ул., д.42, литера Щ;60.1416174592;29.9952616098
961;Главное здание Государственного оптического института имени С.И. Вавилова;112466.13;95108.89;Кадетская линия, 5, корп. 2, лит. В;60.0994796431;29.9827511997
962;Памятник полководцу Барклаю де Толли М.Б.;114192.69;94208.56;Казанская пл.;60.1149732541;29.9665518619
963;Памятник полководцу Кутузову М.И.;114288.16;94179.21;Казанская пл.;60.1158300087;29.966023156
964;Сквер на Казанской площади;114240.17;94191.40;Казанская пл.;60.1153993315;29.966242825
